"id","V1_lifestyle","V2_country","V3_plants","V4_myself","V5_people","V6_animals","V7_health","V8_children","V9_marine","V10_myfuture","V11_generation","V12_birds","B1_condition","B2_worry","B3_proof","B4_impact","B5_future","B6_diference","B7_humanaction","B8_negative","B9_mypart","T1_public","T1covid_public","E1_lights","E1covid_lights","W1_shower","W1covid_shower","F1_meat","F1covid_meat","G1_waste","G1covid_waste","P1_test","P1covid_test","T2_foot","T2covid_foot","E2_heat","E2covid_heat","W2_machine","W2covid_machine","F2_eggs","F2covid_eggs","G2_sort","G2covid_sort","P2_local","P2covid_local","T3_flight","T3covid_flight","E3_tv","E3covid_tv","W3_tap","W3covid_tap","F3_fish","F3covid_fish","G3_disposable","G3covid_disposable","T4_noplain","T4covid_noplain","E4_household","E4covid_household","F4_vegetable","F4covid_vegetable","G4_leftover","G4covid_leftover","CU1_techno","CG1_objectives","IR1_critic","LK1_confusion","T1_unnecessary","CU2_impotent","CG2_time","IR2_disappointment","LK2_understand","T2_sacrifice","CU3_distant","CG3_like","IR3_friends","LK3_begin","T3_effort","CU4_area","CG4_habit","IR4_shame","LK4_government","T4_difference","CU5_trivial","CG5_work","T5_industry","T6_government","behavior","Difficulty","age","sex","language","nationality","local","edu","parentI","parentII","activism"
"23313",6,7,7,7,7,7,7,7,7,7,7,7,4,5,5,5,5,4,5,5,4,1,2,5,5,4,4,2,2,4,4,4,4,5,5,5,5,5,5,4,4,5,5,3,3,4,4,5,5,5,5,2,2,4,4,5,5,3,3,3,3,5,5,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,5,4,1,1,5,4,"making more eco-friendly purchases","High",18,"female","ptpt","pt","Coimbra","High School","Bachelor","Master","no"
"23318",5,5,6,5,5,6,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,4,4,3,4,3,3,4,4,5,5,3,5,3,4,5,5,4,4,2,2,3,3,5,5,3,3,5,4,3,3,2,2,4,4,5,5,1,4,1,1,1,1,5,1,4,1,1,5,1,1,1,1,3,1,7,7,1,4,5,7,"taking public transport, cycling, or walking rather than driving","High",25,"female","ptpt","pt","Faro","Bachelor","4° Grade","4° Grade","yes"
"23325",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,2,3,5,5,4,3,4,3,5,2,3,1,5,4,4,4,4,4,1,1,5,1,4,2,2,1,5,5,4,4,1,1,4,2,4,2,4,2,5,5,4,4,1,6,1,6,2,1,6,1,6,1,1,6,1,6,1,1,5,1,6,1,1,3,3,5,"making more eco-friendly purchases","High",31,"female","ptbr","br","Porto","Bachelor","Master","Master","no"
"23352",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,3,5,4,4,1,1,1,1,1,1,3,3,5,3,3,5,5,5,1,1,3,1,1,1,5,5,5,5,5,5,1,1,5,5,3,3,1,1,2,4,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,7,1,1,1,1,2,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",19,"female","ptpt","pt","Porto","Bachelor","High School","9° Grade","no"
"23414",4,5,6,5,7,7,5,6,7,6,7,7,4,5,5,4,5,3,4,5,4,5,5,4,4,4,4,5,4,5,5,3,3,4,4,5,5,5,5,2,2,5,5,3,3,5,5,5,5,5,5,5,4,4,5,3,3,4,4,5,4,5,5,3,6,1,2,3,1,1,1,4,3,1,2,1,5,3,1,2,1,7,4,2,1,4,7,"making more eco-friendly purchases","High",23,"female","ptpt","pt","Porto","Bachelor","9° Grade","High School","yes"
"23471",5,7,7,6,7,7,6,7,7,6,7,7,5,5,5,5,5,5,4,5,5,5,2,5,5,4,3,5,5,4,4,5,5,5,3,5,5,4,4,4,4,5,5,4,4,1,1,5,5,5,5,5,5,4,4,1,1,3,3,5,5,4,4,1,1,1,1,1,1,4,1,3,1,1,1,1,2,1,1,2,1,4,1,1,2,3,4,"recycling all items permitted by local programs","Low",36,"female","ptbr","br","Porto","Master","Bachelor","Bachelor","yes"
"23560",3,6,6,3,6,6,6,6,6,4,6,6,5,5,4,5,5,5,5,5,4,2,2,5,5,5,5,3,3,5,5,1,1,1,1,5,5,5,5,1,1,5,5,2,2,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,2,1,1,1,3,"making more eco-friendly purchases","High",58,"male","ptpt","pt","Porto","PhD","4° Grade","4° Grade","no"
"23613",5,5,4,5,5,4,5,5,4,4,5,4,4,3,4,3,4,3,4,3,4,2,2,5,5,4,4,3,3,4,4,2,2,2,2,3,3,4,5,2,2,4,4,3,3,2,2,5,5,5,5,1,1,3,3,4,4,3,3,4,4,5,5,2,4,2,2,4,2,3,1,2,3,1,2,1,3,3,2,2,1,6,4,2,1,3,5,"taking public transport, cycling, or walking rather than driving","High",57,"male","ptpt","pt","Porto","PhD","4° Grade","4° Grade","no"
"23659",4,6,6,5,7,6,6,6,6,7,7,6,5,5,5,4,5,4,5,5,5,4,4,4,4,5,3,3,3,3,3,3,3,4,4,4,4,5,5,2,2,5,5,3,3,5,5,4,4,5,5,3,3,3,4,5,5,5,5,5,5,4,4,2,2,2,5,3,1,4,1,6,1,1,3,1,6,1,2,4,1,5,3,1,1,1,5,"making more eco-friendly purchases","High",18,"female","ptpt","pt","Porto","High School","PhD","Bachelor","no"
"23664",6,6,5,6,6,5,6,7,7,7,7,4,5,5,5,5,5,5,5,5,4,5,4,5,5,3,3,4,4,4,3,5,5,3,3,2,2,5,5,5,2,5,5,3,2,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,1,5,5,2,1,1,5,1,1,1,4,4,1,1,3,1,5,1,2,5,1,5,2,1,4,2,5,"eating less meat","High",18,"female","ptpt","pt","Porto","High School","High School","Bachelor","no"
"23680",6,7,5,5,7,6,6,7,6,7,7,5,5,5,5,5,5,4,5,5,3,4,4,4,4,3,2,1,1,4,4,1,1,3,3,3,2,5,5,1,1,5,5,4,5,3,3,4,4,5,5,1,1,3,3,4,4,5,5,3,3,4,4,5,7,3,4,2,6,3,2,4,5,3,7,2,4,5,2,6,1,6,3,3,7,5,5,"eating less meat","High",28,"female","ptpt","pt","Porto","Bachelor","PhD","PhD","no"
"23748",3,5,5,5,6,5,6,5,5,6,6,5,5,5,5,5,5,4,5,5,4,3,3,4,4,3,3,2,2,2,2,2,2,4,4,4,4,4,4,1,1,3,3,3,3,3,3,5,5,5,5,1,1,3,3,1,1,3,3,3,3,4,4,4,5,3,1,4,2,6,3,2,3,2,6,1,2,3,4,6,1,7,4,2,3,7,5,"eating less meat","High",20,"female","ptpt","pt","Porto","High School","High School","High School","no"
"23782",4,4,6,4,6,6,4,3,6,5,5,6,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,2,2,2,2,2,2,4,4,3,3,4,4,1,1,4,4,3,3,1,1,3,3,5,5,1,1,1,1,4,4,3,3,3,3,3,3,3,1,4,4,3,4,1,3,1,1,3,1,3,1,1,2,3,4,5,4,3,1,4,5,"eating less meat","High",23,"male","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"23793",3,6,7,3,5,7,5,6,5,4,6,6,5,4,5,5,5,4,5,5,5,4,4,5,5,4,3,2,2,3,3,4,4,3,3,4,2,4,3,2,2,4,4,3,2,5,5,3,3,5,5,5,5,4,4,4,4,3,2,1,1,5,5,2,1,6,2,3,1,3,6,4,1,1,4,1,7,1,1,7,1,6,3,1,5,5,4,"eating less meat","High",18,"female","ptpt","pt","Porto","High School","9° Grade","Bachelor","no"
"23794",2,5,5,1,7,7,2,7,7,1,7,7,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,2,2,4,4,4,4,4,5,5,5,4,4,4,4,4,4,2,2,5,5,5,5,5,5,3,3,4,4,3,3,5,5,4,4,5,5,1,2,5,1,1,1,1,1,2,1,1,1,1,5,1,1,5,1,7,3,1,1,1,6,"making more eco-friendly purchases","High",20,"female","ptpt","pt","Porto","High School","Bachelor","Bachelor","no"
"23796",5,5,6,5,6,6,7,7,7,6,7,6,2,5,5,4,5,4,5,5,5,4,3,5,4,4,2,4,3,5,5,4,3,1,1,5,5,5,5,4,3,3,3,3,3,5,5,5,5,5,5,2,2,4,3,5,5,5,5,5,5,5,5,1,2,6,1,2,1,2,1,1,1,1,3,1,5,1,1,3,4,4,1,2,1,2,3,"recycling all items permitted by local programs","Low",21,"male","ptpt","pt","Madeira","Bachelor","High School","High School","no"
"23808",6,5,4,6,5,4,6,5,4,6,5,4,5,4,4,4,4,5,5,4,5,2,3,5,5,4,4,3,3,2,2,2,2,2,2,5,5,4,4,2,2,5,5,3,3,4,4,5,5,4,4,2,2,2,3,3,3,4,4,5,5,4,4,2,5,1,2,3,1,6,1,3,2,1,6,1,3,2,1,6,1,5,6,1,6,2,4,"taking public transport, cycling, or walking rather than driving","High",24,"female","ptpt","pt","Porto","Bachelor","7° Grade","High School","no"
"23815",5,2,2,7,5,4,7,6,5,7,6,4,5,4,4,4,5,3,5,5,4,4,3,5,5,5,5,3,3,4,4,2,2,3,3,5,5,5,5,3,4,4,4,3,3,5,5,5,5,5,5,5,5,3,4,4,4,5,5,4,5,5,5,2,3,6,2,3,3,6,4,3,2,1,5,2,5,2,2,7,2,6,4,2,3,4,5,"eating less meat","High",24,"male","ptpt","pt","Porto","Master","High School","9° Grade","no"
"23837",5,5,5,5,5,5,5,5,5,6,6,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,2,2,4,4,3,3,5,5,1,1,5,5,2,2,4,4,5,5,5,5,1,1,3,3,2,2,2,2,5,5,5,5,2,3,3,2,3,2,2,3,2,2,1,4,2,2,1,1,4,2,6,3,1,3,5,6,"making more eco-friendly purchases","High",18,"female","ptpt","pt","Porto","High School","Bachelor","Bachelor","no"
"23858",6,6,6,6,6,6,7,6,6,6,6,6,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,3,3,5,5,2,2,5,5,4,4,3,3,5,5,5,5,2,2,4,4,3,3,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,"eating less meat","High",46,"female","ptpt","pt","Porto","PhD","4° Grade","4° Grade","no"
"23897",6,6,6,6,6,6,5,6,6,6,7,6,5,5,5,5,5,2,5,4,4,4,4,5,5,1,1,2,2,3,3,3,3,3,3,5,5,5,5,2,2,5,5,2,2,5,5,4,4,5,5,3,3,4,3,4,4,3,3,3,3,4,4,2,5,2,2,3,1,4,2,2,2,1,4,2,2,2,2,5,2,5,3,2,5,2,5,"eating less meat","High",27,"male","ptpt","pt","Porto","High School","Bachelor","Bachelor","no"
"23901",7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,5,5,5,5,5,5,4,3,5,5,3,3,5,5,3,3,4,4,3,3,4,4,5,5,5,5,5,5,2,2,5,5,4,4,5,5,5,5,3,3,3,3,5,5,5,5,5,5,1,3,6,1,1,1,6,7,1,1,1,1,1,1,1,1,2,1,3,3,1,4,1,2,"making more eco-friendly purchases","High",18,"female","ptpt","pt","Porto","High School","Bachelor","Master","yes"
"23941",7,7,6,7,6,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,1,1,4,4,3,3,3,3,5,5,5,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,1,2,5,1,1,1,5,5,3,1,1,1,1,6,1,1,7,2,4,2,1,2,1,3,"eating less meat","High",19,"female","ptpt","pt","Viseu","High School","7° Grade","9° Grade","no"
"24022",5,4,6,5,7,6,6,6,6,6,7,6,5,5,5,5,5,3,5,5,4,5,5,5,5,3,3,3,3,4,4,3,3,2,2,3,3,5,5,3,3,5,5,3,3,3,2,3,3,5,5,2,2,2,2,3,3,3,3,4,4,5,5,2,2,2,2,2,2,2,1,2,2,1,4,2,3,2,2,2,2,2,2,2,3,4,2,"eating less meat","High",20,"female","ptpt","pt","Porto","High School","4° Grade","4° Grade","no"
"24068",5,4,4,5,4,4,5,5,5,5,5,5,3,2,4,4,4,3,3,4,3,5,5,5,5,5,5,1,1,3,3,2,2,4,4,4,4,5,5,1,1,2,2,4,4,5,5,4,4,5,5,1,1,2,2,5,5,4,4,4,4,3,3,4,6,1,4,6,3,5,1,2,3,2,3,1,1,2,3,2,1,6,3,5,5,6,3,"recycling all items permitted by local programs","Low",34,"male","ptpt","pt","Porto","PhD","9° Grade","9° Grade","no"
"24104",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,1,3,3,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,"eating less meat","High",18,"female","ptpt","pt","Braga","High School","7° Grade","7° Grade","yes"
"24126",1,3,7,3,7,7,6,6,7,6,7,7,5,5,5,5,5,5,5,5,5,2,2,4,4,4,4,4,3,5,5,3,3,1,1,4,4,5,5,1,1,5,5,4,4,5,5,5,5,5,5,2,2,4,4,5,5,5,5,5,5,5,5,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,7,4,1,4,2,4,"taking public transport, cycling, or walking rather than driving","High",26,"female","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"24140",6,4,3,6,4,7,4,5,7,6,4,7,5,3,2,3,5,2,3,3,5,3,3,5,5,2,2,1,1,4,4,3,3,2,2,2,2,4,4,1,1,3,3,2,2,5,5,5,5,2,1,1,1,3,3,3,3,3,3,3,3,5,5,4,7,1,1,3,2,2,1,1,1,1,3,1,1,1,1,1,1,7,4,1,3,6,7,"taking public transport, cycling, or walking rather than driving","High",21,"female","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"24144",6,5,6,6,6,6,6,6,6,7,7,6,5,5,5,5,5,4,5,5,4,4,3,5,5,3,3,3,3,4,4,4,4,5,3,5,5,5,5,2,2,5,5,4,4,5,5,5,5,5,5,4,3,4,4,3,3,3,3,4,4,5,5,1,4,2,2,2,1,5,1,7,1,1,4,1,7,1,2,6,1,7,5,2,3,4,7,"eating less meat","High",18,"female","ptpt","pt","Porto","High School","Bachelor","Bachelor","no"
"24166",4,5,6,4,6,7,5,4,7,6,6,6,5,4,5,4,5,5,5,5,5,4,3,4,4,2,2,2,2,3,3,2,2,4,4,4,4,5,5,1,1,5,5,3,3,5,5,4,4,5,5,2,2,3,3,5,5,3,3,3,3,5,5,3,1,1,1,4,1,1,1,1,2,1,5,1,4,1,3,6,1,1,4,1,4,5,1,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",18,"female","ptpt","pt","Porto","High School","9° Grade","7° Grade","no"
"24167",7,6,5,5,5,3,7,7,3,7,7,3,4,4,4,4,4,2,3,4,2,1,2,4,4,1,1,1,1,3,3,1,1,2,2,1,1,4,4,1,1,4,4,4,4,5,5,4,4,5,5,1,1,1,1,4,4,3,3,2,2,4,4,6,6,6,1,2,1,7,6,1,1,5,7,2,2,2,3,5,1,5,5,5,7,6,6,"taking public transport, cycling, or walking rather than driving","High",21,"male","ptpt","pt","Porto","Bachelor","Bachelor","Master","no"
"24168",4,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,5,5,3,3,4,4,5,5,5,5,2,2,5,5,4,4,5,5,5,5,5,5,4,4,4,4,5,5,2,2,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,4,2,1,4,1,1,"eating less meat","High",18,"female","ptpt","pt","Porto","High School","High School","High School","no"
"24275",6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,1,5,5,5,4,4,2,2,4,4,3,3,1,4,5,5,5,5,3,3,5,5,4,4,3,3,5,5,5,5,2,2,4,4,3,3,4,4,3,4,5,5,2,3,2,2,2,2,2,2,2,3,2,2,6,2,2,2,2,2,4,3,2,1,2,6,"recycling all items permitted by local programs","Low",53,"male","ptpt","pt","Porto","High School","4° Grade","4° Grade","no"
"24277",6,7,6,7,7,7,7,7,6,7,7,5,5,5,5,3,5,5,5,5,5,2,3,4,4,4,4,3,4,3,3,4,4,2,2,5,5,4,4,3,3,2,4,2,2,5,5,4,4,5,5,4,4,4,4,3,3,1,1,2,2,4,4,4,6,3,2,1,1,1,2,3,1,1,5,1,2,1,1,5,1,7,4,1,3,2,7,"taking public transport, cycling, or walking rather than driving","High",22,"female","ptpt","pt","Aveiro","Bachelor","7° Grade","7° Grade","no"
"24292",5,7,7,6,7,7,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,7,4,1,2,4,6,"taking public transport, cycling, or walking rather than driving","High",23,"female","ptpt","pt","Porto","Bachelor","High School","High School","no"
"24295",3,7,7,7,7,7,7,6,7,7,7,7,5,5,5,3,5,5,5,4,5,4,4,4,4,3,4,2,2,3,3,3,3,5,2,2,4,5,5,2,2,5,5,2,2,4,4,4,4,5,5,4,3,3,4,4,3,2,2,3,4,5,5,1,1,1,6,1,1,2,1,6,1,1,2,1,7,1,1,5,1,4,1,1,1,2,2,"making more eco-friendly purchases","High",18,"female","ptpt","pt","Aveiro","High School","4° Grade","7° Grade","no"
"24348",5,5,5,5,5,6,6,6,6,6,7,6,4,4,5,4,5,4,4,4,4,4,4,3,3,3,3,3,2,3,4,3,2,5,2,4,3,5,4,1,2,4,1,3,4,5,5,3,2,5,5,3,2,2,2,3,3,2,2,3,3,5,5,2,3,3,3,2,2,3,2,6,2,2,3,2,6,2,2,3,2,4,5,2,3,3,4,"making more eco-friendly purchases","High",20,"female","ptpt","pt","Porto","High School","High School","9° Grade","no"
"24367",5,5,2,4,4,2,4,4,4,4,4,4,2,2,2,1,4,3,4,3,3,2,2,5,5,2,2,1,1,5,5,1,1,3,3,1,1,2,2,1,1,5,5,3,3,5,5,2,2,5,5,1,1,4,4,1,1,5,5,3,3,4,4,5,5,1,1,1,2,6,1,1,1,4,4,1,1,4,4,5,1,1,2,6,1,4,1,"taking public transport, cycling, or walking rather than driving","High",35,"other","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"24407",3,4,5,5,6,6,7,7,6,6,7,6,5,4,4,5,5,4,5,4,4,3,3,2,2,4,4,3,3,4,4,2,3,3,4,4,3,5,5,1,1,5,3,4,4,5,5,4,4,5,5,2,2,2,4,3,3,2,2,1,1,4,4,3,4,4,5,2,1,2,1,2,1,1,4,1,4,1,1,4,1,5,5,1,2,4,6,"making more eco-friendly purchases","High",22,"female","ptpt","pt","Porto","Bachelor","PhD","Master","no"
"24416",3,5,6,6,6,6,6,6,6,7,7,6,5,5,5,5,5,4,5,4,4,3,4,5,5,3,3,3,2,3,3,3,3,4,4,4,4,5,5,2,2,3,3,3,3,4,4,4,4,5,5,3,3,3,3,5,5,2,2,3,4,4,4,3,1,1,1,2,3,2,1,1,1,1,1,1,2,1,2,1,1,3,2,1,1,3,3,"recycling all items permitted by local programs","Low",20,"female","ptpt","pt","Porto","High School","High School","High School","no"
"24566",3,6,6,4,6,6,7,7,6,6,7,6,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,2,2,2,3,3,4,4,5,5,5,5,2,2,3,3,2,2,5,5,5,5,5,5,3,3,3,4,5,5,4,4,4,4,4,4,2,4,5,6,1,1,4,1,6,1,1,5,1,6,1,1,4,1,4,3,1,5,4,4,"eating less meat","High",19,"female","ptpt","pt","Porto","High School","9° Grade","Master","no"
"24578",5,6,6,5,6,7,6,7,7,6,7,6,5,5,5,5,5,5,5,5,5,3,4,5,5,3,3,4,3,4,4,4,4,4,4,3,3,5,5,3,3,5,5,3,3,3,2,4,4,5,5,2,3,4,3,3,3,3,3,5,4,5,5,2,3,1,1,1,1,2,1,1,2,1,6,1,1,1,1,6,1,5,4,1,1,1,5,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",23,"female","ptpt","pt","Aveiro","Bachelor","Bachelor","Master","no"
"24599",5,5,6,6,6,6,6,6,6,7,7,6,5,5,4,5,5,5,5,5,5,3,4,5,5,3,3,3,3,4,4,3,3,4,2,3,3,5,5,2,2,5,5,3,3,2,2,4,4,3,3,2,2,4,4,2,2,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,4,4,1,1,1,4,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",44,"female","ptpt","pt","Porto","Master","Master","Bachelor","no"
"24604",4,4,6,6,7,7,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,3,3,4,4,3,3,5,5,4,4,2,2,5,5,3,3,5,5,4,4,5,5,2,2,4,4,3,3,2,2,4,4,5,5,1,1,1,1,1,1,4,1,1,1,1,3,1,5,1,1,6,1,4,2,1,5,1,1,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",18,"female","ptpt","pt","Porto","High School","Master","Master","no"
"24625",5,5,6,5,7,7,5,5,7,5,6,6,5,5,5,5,5,3,4,5,5,3,4,5,5,4,4,5,5,4,4,5,5,2,2,4,4,5,5,4,4,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,1,3,3,5,6,1,2,2,2,2,1,4,2,1,4,1,7,5,1,4,5,5,"taking public transport, cycling, or walking rather than driving","High",20,"female","ptpt","pt","Porto","High School","High School","High School","yes"
"24646",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,1,1,5,5,3,3,2,2,3,3,5,5,1,1,5,5,3,3,5,4,4,5,5,5,1,1,3,3,3,3,5,5,5,5,5,5,1,7,6,5,1,1,4,3,6,1,1,6,1,4,1,1,7,1,7,5,1,6,1,7,"making more eco-friendly purchases","High",24,"female","ptpt","pt","Porto","Bachelor","PhD","High School","no"
"24649",7,7,6,7,7,6,7,7,6,7,7,6,4,4,4,4,5,4,5,5,5,2,2,5,5,2,2,1,1,1,1,3,3,2,2,4,4,5,5,2,2,4,4,3,3,1,2,5,5,5,5,1,1,3,3,4,4,3,3,2,2,4,4,2,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,5,1,2,1,1,1,2,1,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",22,"male","ptpt","pt","Porto","Bachelor","High School","Bachelor","no"
"24682",5,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,4,3,5,5,5,5,3,3,5,5,5,5,4,3,5,5,3,3,5,5,5,5,5,5,4,3,5,5,4,4,5,4,4,2,5,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,7,7,1,1,1,7,"eating less meat","High",18,"male","ptpt","pt","Leiria","High School","Bachelor","High School","no"
"24704",5,6,7,5,6,7,6,6,7,7,7,7,5,5,5,4,5,4,5,5,4,4,2,5,5,4,4,3,3,4,4,2,2,2,2,4,4,5,5,2,2,5,5,3,3,5,5,5,5,5,5,3,3,4,4,2,2,4,4,4,4,5,5,2,1,1,5,1,1,1,1,6,1,1,2,1,6,1,1,2,1,7,2,1,1,1,7,"making more eco-friendly purchases","High",18,"male","ptpt","pt","Porto","High School","Bachelor","Master","no"
"24714",7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,5,5,5,5,5,5,2,3,5,5,4,4,5,3,4,3,4,3,4,4,3,3,5,5,4,3,4,3,4,3,4,3,5,5,4,4,3,3,3,4,2,2,3,3,5,3,4,4,2,2,1,5,1,1,3,1,4,1,1,2,1,4,1,1,3,1,5,4,1,2,2,5,"recycling all items permitted by local programs","Low",28,"female","ptpt","pt","Porto","Master","Master","High School","no"
"24880",5,6,6,5,6,7,6,7,7,6,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,4,4,4,4,5,5,5,5,5,5,4,4,2,2,3,3,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,"recycling all items permitted by local programs","Low",23,"female","ptpt","pt","Coimbra","Bachelor","Master","Bachelor","no"
"24882",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,5,3,3,4,4,3,2,4,4,5,5,5,5,3,3,4,4,5,5,4,4,4,4,5,5,2,4,2,1,2,1,2,1,3,1,2,1,1,2,2,1,1,1,6,5,1,1,3,7,"recycling all items permitted by local programs","Low",19,"female","ptpt","pt","Porto","High School","7° Grade","4° Grade","no"
"24945",7,7,6,7,7,7,7,6,7,7,7,6,5,5,5,4,5,4,5,5,4,4,2,5,5,3,3,3,3,4,4,4,4,3,3,5,5,5,5,2,2,5,5,3,3,1,1,5,5,5,5,3,3,3,4,2,2,4,4,4,3,5,5,3,4,4,1,3,1,3,1,2,2,1,4,1,2,3,3,5,1,3,2,1,5,3,5,"eating less meat","High",18,"male","ptpt","pt","Porto","High School","Master","High School","no"
"24971",6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,1,1,3,3,4,4,3,3,1,1,4,4,4,4,2,2,4,4,2,2,2,2,4,3,3,3,2,2,2,2,2,2,3,1,2,2,1,2,1,4,2,2,4,2,5,4,2,2,2,3,"making more eco-friendly purchases","High",19,"male","ptpt","pt","Porto","High School","High School","PhD","no"
"24981",6,6,5,6,6,6,6,7,5,6,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,2,4,4,5,5,5,5,5,5,3,3,5,2,3,2,5,5,3,3,2,2,5,5,2,2,5,5,1,1,5,5,5,5,3,1,4,1,1,1,1,1,1,1,1,5,1,5,1,1,7,1,7,4,1,1,4,6,"eating less meat","High",20,"female","ptpt","pt","Porto","High School","High School","7° Grade","no"
"24984",5,5,7,5,7,7,7,7,7,6,7,7,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,4,4,4,5,3,4,4,4,4,5,5,5,4,5,5,4,3,4,4,5,5,5,5,5,4,3,4,4,4,4,4,5,3,5,5,1,2,4,6,2,1,6,3,2,1,1,2,1,3,1,1,5,2,5,6,1,2,4,7,"making more eco-friendly purchases","High",21,"female","ptpt","pt","Bragança","Bachelor","Master","Bachelor","no"
"24990",7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,3,5,4,5,5,4,5,5,3,2,2,1,3,3,4,4,2,1,3,3,2,2,5,5,3,3,2,1,3,3,5,5,4,4,5,5,3,3,4,4,5,5,3,3,2,2,4,4,2,4,7,2,3,1,7,6,5,2,1,3,5,6,2,3,4,5,2,3,1,4,5,3,"eating less meat","High",18,"female","ptpt","pt","Porto","Bachelor","4° Grade","9° Grade","no"
"25063",6,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,4,4,5,5,3,3,4,4,3,3,5,5,4,4,5,5,4,3,5,5,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,2,2,1,2,3,2,2,1,1,2,1,4,1,2,2,2,4,2,3,3,3,3,5,4,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",21,"female","ptpt","pt","Porto","High School","Bachelor","Bachelor","no"
